lat,long,yr,mon,day,hr,temp,rh,ws,prec
45.996,-77.427,2007,7,6,12,17.73,76.97,8.22,0
45.996,-77.427,2007,7,6,13,17.43,81.6,7.764,0
45.996,-77.427,2007,7,6,14,19.47,74.27,13.7,0
45.996,-77.427,2007,7,6,15,19.85,68.37,5.844,0
45.996,-77.427,2007,7,6,16,19.13,68.34,7.608,0
45.996,-77.427,2007,7,6,17,18.93,71.2,8.35,0
45.996,-77.427,2007,7,6,18,20.43,59.92,11.64,0
45.996,-77.427,2007,7,6,19,20.29,62.06,7.932,0
45.996,-77.427,2007,7,6,20,19.06,62.27,6.024,0
45.996,-77.427,2007,7,6,21,14.68,88,3,0
45.996,-77.427,2007,7,6,22,13.52,93.4,0.516,0
45.996,-77.427,2007,7,6,23,11.96,99,1.212,0
45.996,-77.427,2007,7,7,0,11.36,99.9,1.86,0
45.996,-77.427,2007,7,7,1,11.19,99.9,0.684,0
45.996,-77.427,2007,7,7,2,11.86,99.9,0.948,0
45.996,-77.427,2007,7,7,3,12.94,99.9,2.184,1.3
45.996,-77.427,2007,7,7,4,12.74,99.9,2.148,0.1
45.996,-77.427,2007,7,7,5,11.65,99.9,1.86,0
45.996,-77.427,2007,7,7,6,10.67,99.9,1.824,0.1
45.996,-77.427,2007,7,7,7,13.29,99.2,2.58,0
45.996,-77.427,2007,7,7,8,14.48,96.7,5.592,0
45.996,-77.427,2007,7,7,9,16.38,91.7,6.012,0
45.996,-77.427,2007,7,7,10,16.41,89,8.41,0
45.996,-77.427,2007,7,7,11,17.16,82,11.24,0
45.996,-77.427,2007,7,7,12,17.19,86.9,7.572,0
45.996,-77.427,2007,7,7,13,17.97,74.07,7.368,0
45.996,-77.427,2007,7,7,14,17.7,85.7,3.072,0
45.996,-77.427,2007,7,7,15,18.69,70.25,3.852,0
45.996,-77.427,2007,7,7,16,19.2,66.57,4.128,0
45.996,-77.427,2007,7,7,17,19.34,69.57,4.764,0
45.996,-77.427,2007,7,7,18,19.34,75.47,3.588,0
45.996,-77.427,2007,7,7,19,19.03,80.5,3.456,0
45.996,-77.427,2007,7,7,20,18.55,83.8,1.764,0
45.996,-77.427,2007,7,7,21,16.96,96,2.292,0
45.996,-77.427,2007,7,7,22,15.64,99.7,1.872,0
45.996,-77.427,2007,7,7,23,15.47,99,1.752,0
45.996,-77.427,2007,7,8,0,15.77,99.9,2.184,1.1
45.996,-77.427,2007,7,8,1,16.05,99.9,4.68,3.6
45.996,-77.427,2007,7,8,2,16.25,99.9,1.92,2.2
45.996,-77.427,2007,7,8,3,16.11,99.9,2.868,0.4
45.996,-77.427,2007,7,8,4,16.05,99.9,3.42,3.3
45.996,-77.427,2007,7,8,5,16.01,99.9,3.12,1.9
45.996,-77.427,2007,7,8,6,15.77,99.9,1.212,0.2
45.996,-77.427,2007,7,8,7,16.05,100,2.22,1.2
45.996,-77.427,2007,7,8,8,16.42,99.9,0.552,0.1
45.996,-77.427,2007,7,8,9,16.96,98.9,2.568,0.1
45.996,-77.427,2007,7,8,10,16.65,97.5,6.768,0
45.996,-77.427,2007,7,8,11,17.57,93.4,5.676,0
45.996,-77.427,2007,7,8,12,17.9,90.9,7.44,0
45.996,-77.427,2007,7,8,13,18.99,87.7,4.752,0
45.996,-77.427,2007,7,8,14,19.16,83.9,6.276,0
45.996,-77.427,2007,7,8,15,19.34,86.8,6.012,0
45.996,-77.427,2007,7,8,16,20.56,79.05,4.872,0
45.996,-77.427,2007,7,8,17,20.56,78.02,4.824,0
45.996,-77.427,2007,7,8,18,20.56,79.15,7.452,0
45.996,-77.427,2007,7,8,19,20.09,81.7,5.868,0
45.996,-77.427,2007,7,8,20,19.85,86.2,5.16,0
45.996,-77.427,2007,7,8,21,19.27,88.6,6.54,0
45.996,-77.427,2007,7,8,22,19.2,88,5.712,0
45.996,-77.427,2007,7,8,23,18.76,90.2,7.14,0
45.996,-77.427,2007,7,9,0,18.59,91.2,9.97,0
45.996,-77.427,2007,7,9,1,18.45,91.2,13.81,0
45.996,-77.427,2007,7,9,2,17.64,98.7,11.56,2.7
45.996,-77.427,2007,7,9,3,17.71,99,9.6,3.7
45.996,-77.427,2007,7,9,4,17.64,100,10.46,4.4
45.996,-77.427,2007,7,9,5,17.81,100,10.33,5.8
45.996,-77.427,2007,7,9,6,18.11,99.9,5.592,0.1
45.996,-77.427,2007,7,9,7,18.31,100,6.684,0.6
45.996,-77.427,2007,7,9,8,18.69,99.9,3.324,0
45.996,-77.427,2007,7,9,9,20.36,96.6,3.924,0
45.996,-77.427,2007,7,9,10,20.63,96.4,3.828,0
45.996,-77.427,2007,7,9,11,22.75,88.9,5.256,0
45.996,-77.427,2007,7,9,12,24.11,83.3,6.636,0
45.996,-77.427,2007,7,9,13,23.94,80.4,7.092,0
45.996,-77.427,2007,7,9,14,23.32,82.1,12.84,0
45.996,-77.427,2007,7,9,15,25.75,68.95,12.78,0
45.996,-77.427,2007,7,9,16,26.7,63.63,11.44,0
45.996,-77.427,2007,7,9,17,26.02,66.36,5.352,0
45.996,-77.427,2007,7,9,18,26.22,67.59,6.42,0
45.996,-77.427,2007,7,9,19,25.64,73.25,8.34,0
45.996,-77.427,2007,7,9,20,23.46,83.3,4.86,0
45.996,-77.427,2007,7,9,21,21.93,89.9,3.828,0
45.996,-77.427,2007,7,9,22,19.44,99.4,3.024,0
45.996,-77.427,2007,7,9,23,18.3,99.9,2.868,0
45.996,-77.427,2007,7,10,0,18.3,93.6,5.7,0
45.996,-77.427,2007,7,10,1,15.94,100,2.076,0
45.996,-77.427,2007,7,10,2,15.02,96.9,3.144,0
45.996,-77.427,2007,7,10,3,13.6,99.8,3.408,0
45.996,-77.427,2007,7,10,4,12.99,99.9,3.444,0
45.996,-77.427,2007,7,10,5,12.78,100,2.628,0
45.996,-77.427,2007,7,10,6,11.96,99.9,3.312,0
45.996,-77.427,2007,7,10,7,15.03,95,2.76,0
45.996,-77.427,2007,7,10,8,18.77,79.95,3.708,0
45.996,-77.427,2007,7,10,9,20.26,75.74,4.224,0
45.996,-77.427,2007,7,10,10,21.96,69.5,8.44,0
45.996,-77.427,2007,7,10,11,23.53,62.06,9.04,0
45.996,-77.427,2007,7,10,12,23.32,64.55,7.428,0
45.996,-77.427,2007,7,10,13,24.86,58.96,10.56,0
45.996,-77.427,2007,7,10,14,25.1,56.78,7.164,0
45.996,-77.427,2007,7,10,15,23.53,67.11,10.26,0
45.996,-77.427,2007,7,10,16,22.88,73.79,11.88,0
45.996,-77.427,2007,7,10,17,24.08,64.55,7.512,0.1
45.996,-77.427,2007,7,10,18,23.36,73.49,9.04,0
45.996,-77.427,2007,7,10,19,22.37,80.1,5.952,0
45.996,-77.427,2007,7,10,20,19.54,98.1,6.024,9.2
45.996,-77.427,2007,7,10,21,19.51,93.2,12.31,0.3
45.996,-77.427,2007,7,10,22,18.73,98.4,4.32,0
45.996,-77.427,2007,7,10,23,19.35,98.4,8.88,0
45.996,-77.427,2007,7,11,0,19.85,98.3,9.6,0
45.996,-77.427,2007,7,11,1,20.12,99.3,6.108,0
45.996,-77.427,2007,7,11,2,19.72,94.3,4.044,1.1
45.996,-77.427,2007,7,11,3,19.17,98.8,7.272,0.6
45.996,-77.427,2007,7,11,4,19.17,97.4,4.032,0
45.996,-77.427,2007,7,11,5,18.86,98.4,4.536,0
45.996,-77.427,2007,7,11,6,19.07,99.8,6.912,0.1
45.996,-77.427,2007,7,11,7,19.65,100,5.028,0.3
45.996,-77.427,2007,7,11,8,20.8,96.5,5.46,0
45.996,-77.427,2007,7,11,9,22.1,93.6,1.944,0
45.996,-77.427,2007,7,11,10,21.96,90.7,1.932,0
45.996,-77.427,2007,7,11,11,22.57,78.57,9.02,0
45.996,-77.427,2007,7,11,12,23.77,64.35,12.48,0
45.996,-77.427,2007,7,11,13,24.28,54.83,20.96,0
45.996,-77.427,2007,7,11,14,22.54,56.74,14.76,0
45.996,-77.427,2007,7,11,15,23.19,52.75,21.49,0
45.996,-77.427,2007,7,11,16,21.14,56.64,13.73,0
45.996,-77.427,2007,7,11,17,20.29,57.29,15.46,0
45.996,-77.427,2007,7,11,18,19.98,61.01,12.07,0
45.996,-77.427,2007,7,11,19,19.4,61.49,21.65,0
45.996,-77.427,2007,7,11,20,17.67,70.09,8.24,0
45.996,-77.427,2007,7,11,21,16.46,76.82,5.22,0
45.996,-77.427,2007,7,11,22,14.82,85.7,6.48,0
45.996,-77.427,2007,7,11,23,13.01,90.9,2.136,0
45.996,-77.427,2007,7,12,0,10.84,96.2,4.128,0
45.996,-77.427,2007,7,12,1,9.92,99.4,1.08,0
45.996,-77.427,2007,7,12,2,9.07,99.9,1.932,0
45.996,-77.427,2007,7,12,3,8.86,93.7,1.2672,0
45.996,-77.427,2007,7,12,4,8.43,97.6,4.1184,0
45.996,-77.427,2007,7,12,5,7.719,97.1,3.0096,0
45.996,-77.427,2007,7,12,6,7.421,97.5,4.3164,0
45.996,-77.427,2007,7,12,7,8.06,97.6,2.0196,0
45.996,-77.427,2007,7,12,8,11.3,97.5,1.188,0
45.996,-77.427,2007,7,12,9,14.34,84.7,4.9104,0
45.996,-77.427,2007,7,12,10,18.82,63.53,6.492,0
45.996,-77.427,2007,7,12,11,20.12,55.24,7.512,0
45.996,-77.427,2007,7,12,12,20.39,48.63,9.16,0
45.996,-77.427,2007,7,12,13,20.84,48.12,4.632,0
45.996,-77.427,2007,7,12,14,16.91,89.4,6.912,0.8
45.996,-77.427,2007,7,12,15,21.18,50.16,10.14,0
45.996,-77.427,2007,7,12,16,14.77,88.2,13.74,1.7
45.996,-77.427,2007,7,12,17,16.69,84,3.012,2.3
45.996,-77.427,2007,7,12,18,19.1,75.37,3.468,0
45.996,-77.427,2007,7,12,19,19.4,78.02,3.864,0
45.996,-77.427,2007,7,12,20,18.79,89.1,2.58,0
45.996,-77.427,2007,7,12,21,14.27,94.7,4.368,0
45.996,-77.427,2007,7,12,22,12.88,93.7,4.488,0
45.996,-77.427,2007,7,12,23,10.88,99.2,1.152,0
45.996,-77.427,2007,7,13,0,9.96,99.9,2.316,0
45.996,-77.427,2007,7,13,1,9.45,99.9,1.524,0
45.996,-77.427,2007,7,13,2,8.59,99.9,1.284,0
45.996,-77.427,2007,7,13,3,8.15,99.9,3.408,0
45.996,-77.427,2007,7,13,4,7.367,99.9,1.248,0
45.996,-77.427,2007,7,13,5,8.08,99.9,1.452,0
45.996,-77.427,2007,7,13,6,10.03,99.9,4.116,0
45.996,-77.427,2007,7,13,7,10.97,99.9,0.78,0.3
45.996,-77.427,2007,7,13,8,12.44,98.3,2.268,0
45.996,-77.427,2007,7,13,9,14.65,89.7,6.444,0
45.996,-77.427,2007,7,13,10,15.33,82.7,7.38,0
45.996,-77.427,2007,7,13,11,16.75,74.45,4.476,0
45.996,-77.427,2007,7,13,12,15.79,85.2,7.248,0.2
45.996,-77.427,2007,7,13,13,17.71,75.37,9.61,0.6
45.996,-77.427,2007,7,13,14,18.45,71.75,9.04,0.2
45.996,-77.427,2007,7,13,15,19.27,51.63,11.81,0
45.996,-77.427,2007,7,13,16,20.09,48.29,13.4,0
45.996,-77.427,2007,7,13,17,20.84,44.19,10.1,0
45.996,-77.427,2007,7,13,18,20.97,45.52,10.19,0
45.996,-77.427,2007,7,13,19,20.53,45.39,8.22,0
45.996,-77.427,2007,7,13,20,19.64,52.31,5.136,0
45.996,-77.427,2007,7,13,21,16.08,68.56,4.824,0
45.996,-77.427,2007,7,13,22,11.58,93.4,2.616,0
45.996,-77.427,2007,7,13,23,10.23,97.7,2.292,0
45.996,-77.427,2007,7,14,0,9.48,98.5,2.94,0
45.996,-77.427,2007,7,14,1,8.56,99.9,0.924,0
45.996,-77.427,2007,7,14,2,8.22,99.9,1.428,0
45.996,-77.427,2007,7,14,3,7.508,99.9,1.776,0
45.996,-77.427,2007,7,14,4,7.638,99.9,1.332,0
45.996,-77.427,2007,7,14,5,7.842,99.9,1.56,0
45.996,-77.427,2007,7,14,6,8.35,99.9,1.344,0
45.996,-77.427,2007,7,14,7,11.42,99.9,1.656,0
45.996,-77.427,2007,7,14,8,12.6,96.6,3.624,0
45.996,-77.427,2007,7,14,9,14.41,89.5,7.644,0
45.996,-77.427,2007,7,14,10,16.01,80.9,5.448,0
45.996,-77.427,2007,7,14,11,16.85,79.15,6.048,0
45.996,-77.427,2007,7,14,12,17.56,68,4.956,0
45.996,-77.427,2007,7,14,13,17.09,81.7,3.792,0
45.996,-77.427,2007,7,14,14,17.12,73.32,7.044,0
45.996,-77.427,2007,7,14,15,17.29,68.92,8.76,0
45.996,-77.427,2007,7,14,16,16.17,79.54,6.336,0
45.996,-77.427,2007,7,14,17,14.27,92.2,6.252,1.1
45.996,-77.427,2007,7,14,18,13.59,96.4,3,1.7
45.996,-77.427,2007,7,14,19,14.1,95.2,8.39,0.3
45.996,-77.427,2007,7,14,20,14.34,96.3,9.88,0
45.996,-77.427,2007,7,14,21,14.55,97,7.968,0
45.996,-77.427,2007,7,14,22,14.85,96.9,6.516,0
45.996,-77.427,2007,7,14,23,15.06,97.7,3.96,0.5
45.996,-77.427,2007,7,15,0,15.13,98.5,3.852,0.2
45.996,-77.427,2007,7,15,1,14.2,99.6,2.808,0
45.996,-77.427,2007,7,15,2,13.62,100,2.112,0
45.996,-77.427,2007,7,15,3,14.17,100,4.248,0
45.996,-77.427,2007,7,15,4,13.39,99.9,4.5,0
45.996,-77.427,2007,7,15,5,13.86,99.9,2.088,0
45.996,-77.427,2007,7,15,6,14.31,97.8,7.968,1
45.996,-77.427,2007,7,15,7,14.44,97.4,7.5,0.1
45.996,-77.427,2007,7,15,8,14.44,94.6,6.804,0
45.996,-77.427,2007,7,15,9,16.38,83.3,9.38,0
45.996,-77.427,2007,7,15,10,17.32,77.07,7.608,0
45.996,-77.427,2007,7,15,11,16.81,78.98,6.42,0
45.996,-77.427,2007,7,15,12,18.31,70.18,6.42,0
45.996,-77.427,2007,7,15,13,19.47,63.29,13.1,0
45.996,-77.427,2007,7,15,14,20.43,56.47,16.06,0
45.996,-77.427,2007,7,15,15,20.6,54.83,10.2,0
45.996,-77.427,2007,7,15,16,22.47,46.89,6.492,0
45.996,-77.427,2007,7,15,17,22.13,44.64,10.5,0
45.996,-77.427,2007,7,15,18,22.03,45.56,15.43,0
45.996,-77.427,2007,7,15,19,19.44,63.19,3.216,0
45.996,-77.427,2007,7,15,20,14.27,98.2,3.684,9.5
45.996,-77.427,2007,7,15,21,13.97,97.8,3.936,0
45.996,-77.427,2007,7,15,22,11.59,99.9,2.58,0
45.996,-77.427,2007,7,15,23,10.47,99.9,1.92,0
45.996,-77.427,2007,7,16,0,9.72,99.9,1.2,0
45.996,-77.427,2007,7,16,1,9.04,99.9,1.368,0
45.996,-77.427,2007,7,16,2,8.35,99.8,0.804,0
45.996,-77.427,2007,7,16,3,8.08,99.9,2.136,0.1
45.996,-77.427,2007,7,16,4,7.228,99.9,2.448,0
45.996,-77.427,2007,7,16,5,6.792,99.9,2.196,0
45.996,-77.427,2007,7,16,6,7.028,99.9,1.56,0
45.996,-77.427,2007,7,16,7,9.92,99.9,2.316,0
45.996,-77.427,2007,7,16,8,12.06,99.9,2.028,0
45.996,-77.427,2007,7,16,9,13.93,98.1,2.952,0
45.996,-77.427,2007,7,16,10,16.64,88.7,5.7,0
45.996,-77.427,2007,7,16,11,18.99,73.11,4.248,0
45.996,-77.427,2007,7,16,12,21.86,61.65,7.596,0
45.996,-77.427,2007,7,16,13,22.68,41.84,15.62,0
45.996,-77.427,2007,7,16,14,23.32,41.33,14.41,0
45.996,-77.427,2007,7,16,15,23.67,41.81,5.328,0
45.996,-77.427,2007,7,16,16,23.9,35.26,14.78,0
45.996,-77.427,2007,7,16,17,23.32,40.41,9.49,0
45.996,-77.427,2007,7,16,18,24.55,37.61,10.76,0
45.996,-77.427,2007,7,16,19,22.27,43.68,11.71,0
45.996,-77.427,2007,7,16,20,20.22,61.38,3.792,0
45.996,-77.427,2007,7,16,21,16.42,74.12,6.54,0
45.996,-77.427,2007,7,16,22,14.2,86.2,5.076,0
45.996,-77.427,2007,7,16,23,12.64,95.9,2.28,0
45.996,-77.427,2007,7,17,0,10.91,99.1,1.752,0
45.996,-77.427,2007,7,17,1,10.16,99.9,1.932,0
45.996,-77.427,2007,7,17,2,11.02,99.3,1.776,0
45.996,-77.427,2007,7,17,3,9.96,99.8,1.596,0
45.996,-77.427,2007,7,17,4,8.93,99.9,2.16,0
45.996,-77.427,2007,7,17,5,8.15,99.9,1.728,0
45.996,-77.427,2007,7,17,6,8.12,99.9,2.028,0
45.996,-77.427,2007,7,17,7,11.32,99.9,1.176,0
45.996,-77.427,2007,7,17,8,14.61,91.3,2.58,0
45.996,-77.427,2007,7,17,9,16.88,69.3,6.66,0
45.996,-77.427,2007,7,17,10,19.27,64.42,4.248,0
45.996,-77.427,2007,7,17,11,21.35,57.53,4.008,0
45.996,-77.427,2007,7,17,12,23.63,55.96,7.248,0
45.996,-77.427,2007,7,17,13,25.23,40.41,8.53,0
45.996,-77.427,2007,7,17,14,25.23,34.17,10.54,0
45.996,-77.427,2007,7,17,15,26.33,30.01,15.67,0
45.996,-77.427,2007,7,17,16,25.71,31.37,4.62,0
45.996,-77.427,2007,7,17,17,25.98,30.69,7.476,0
45.996,-77.427,2007,7,17,18,26.63,33.86,3.648,0
45.996,-77.427,2007,7,17,19,25.68,34.82,6.78,0
45.996,-77.427,2007,7,17,20,23.39,51.56,3.84,0
45.996,-77.427,2007,7,17,21,17.29,86.8,1.452,0
45.996,-77.427,2007,7,17,22,14.44,92,1.764,0
45.996,-77.427,2007,7,17,23,13.05,97.1,1.104,0
45.996,-77.427,2007,7,18,0,12.28,95.6,0.72,0
45.996,-77.427,2007,7,18,1,11.49,98.4,2.796,0
45.996,-77.427,2007,7,18,2,10.5,99.1,1.92,0
45.996,-77.427,2007,7,18,3,10.91,99.7,1.656,0
45.996,-77.427,2007,7,18,4,10.71,99.2,2.784,0
45.996,-77.427,2007,7,18,5,10.13,99.4,3.828,0
45.996,-77.427,2007,7,18,6,9.48,99.7,1.728,0
45.996,-77.427,2007,7,18,7,11.66,96.2,1.776,0
45.996,-77.427,2007,7,18,8,15.91,82.3,3.216,0
45.996,-77.427,2007,7,18,9,19.1,69.23,2.352,0
45.996,-77.427,2007,7,18,10,20.84,65.61,2.232,0
45.996,-77.427,2007,7,18,11,22.95,57.66,3.348,0
45.996,-77.427,2007,7,18,12,23.9,54.36,6.288,0
45.996,-77.427,2007,7,18,13,25.23,45.49,5.688,0
45.996,-77.427,2007,7,18,14,26.46,42.86,4.668,0
45.996,-77.427,2007,7,18,15,27.49,31.78,7.644,0
45.996,-77.427,2007,7,18,16,27.79,33.35,3.768,0
45.996,-77.427,2007,7,18,17,27.45,33.28,3.9,0
45.996,-77.427,2007,7,18,18,27.69,33.69,4.824,0
45.996,-77.427,2007,7,18,19,26.63,38.98,4.872,0
45.996,-77.427,2007,7,18,20,23.6,56.33,4.98,0
45.996,-77.427,2007,7,18,21,19.24,78.51,1.968,0
45.996,-77.427,2007,7,18,22,17.58,85.2,1.704,0
45.996,-77.427,2007,7,18,23,17.99,86.6,3.384,0
45.996,-77.427,2007,7,19,0,17.72,90.9,5.076,1.2
45.996,-77.427,2007,7,19,1,16.39,91.2,3.252,0.2
45.996,-77.427,2007,7,19,2,15.98,94.8,2.724,0
45.996,-77.427,2007,7,19,3,16.46,90.5,5.808,0
45.996,-77.427,2007,7,19,4,15.98,92.9,3.288,0
45.996,-77.427,2007,7,19,5,16.15,88.5,7.476,0
45.996,-77.427,2007,7,19,6,13.79,98.3,2.688,0
45.996,-77.427,2007,7,19,7,16.01,93.9,3.168,0
45.996,-77.427,2007,7,19,8,16.63,88.2,5.736,0
45.996,-77.427,2007,7,19,9,17.82,83.8,3.312,0
45.996,-77.427,2007,7,19,10,20.05,70.42,10.16,0
45.996,-77.427,2007,7,19,11,20.7,70.45,4.2,0
45.996,-77.427,2007,7,19,12,22.85,62.06,5.16,0
45.996,-77.427,2007,7,19,13,23.15,57.87,8.03,0
45.996,-77.427,2007,7,19,14,22.57,59.44,4.344,0
45.996,-77.427,2007,7,19,15,22.71,64.65,7.056,0
45.996,-77.427,2007,7,19,16,23.32,62.61,5.952,0
45.996,-77.427,2007,7,19,17,23.87,55.45,7.884,0
45.996,-77.427,2007,7,19,18,23.46,55.45,5.424,0
45.996,-77.427,2007,7,19,19,21.48,65.44,4.788,0
45.996,-77.427,2007,7,19,20,20.91,62.68,11.06,0
45.996,-77.427,2007,7,19,21,18.83,75.99,7.464,0.1
45.996,-77.427,2007,7,19,22,16.87,91,4.596,2
45.996,-77.427,2007,7,19,23,15.88,97.4,5.82,4.7
45.996,-77.427,2007,7,20,0,15.6,96.9,5.508,6.7
45.996,-77.427,2007,7,20,1,15.36,97.7,5.4,5.4
45.996,-77.427,2007,7,20,2,14.55,97.6,3.156,5.8
45.996,-77.427,2007,7,20,3,13.93,94.5,3.492,5.1
45.996,-77.427,2007,7,20,4,13.62,97.5,5.04,2.1
45.996,-77.427,2007,7,20,5,13.45,95.1,4.452,0.5
45.996,-77.427,2007,7,20,6,12.98,94.3,2.892,0
45.996,-77.427,2007,7,20,7,13.12,85.5,5.304,0
45.996,-77.427,2007,7,20,8,13.46,81.1,15.22,0
45.996,-77.427,2007,7,20,9,13.59,82.8,12.31,0
45.996,-77.427,2007,7,20,10,14.48,81.5,9.32,0
45.996,-77.427,2007,7,20,11,15.88,75.29,8.51,0
45.996,-77.427,2007,7,20,12,18.15,66.47,13.39,0
45.996,-77.427,2007,7,20,13,19.85,63.16,5.556,0
45.996,-77.427,2007,7,20,14,20.73,53.5,7.392,0
45.996,-77.427,2007,7,20,15,21.93,49.51,14.74,0
45.996,-77.427,2007,7,20,16,22.06,42.59,17.62,0
45.996,-77.427,2007,7,20,17,20.94,49.45,7.26,0
45.996,-77.427,2007,7,20,18,21.28,49.34,8.52,0
45.996,-77.427,2007,7,20,19,21.76,47.74,9.97,0
45.996,-77.427,2007,7,20,20,20.12,52.55,8.51,0
45.996,-77.427,2007,7,20,21,17.75,60.03,4.668,0
45.996,-77.427,2007,7,20,22,14.34,79.55,5.88,0
45.996,-77.427,2007,7,20,23,13.12,81.8,4.704,0
45.996,-77.427,2007,7,21,0,13.27,80.9,8.92,0
45.996,-77.427,2007,7,21,1,12.68,81.3,6.588,0
45.996,-77.427,2007,7,21,2,12.37,82.5,4.572,0
45.996,-77.427,2007,7,21,3,11.18,87.9,2.928,0
45.996,-77.427,2007,7,21,4,8.66,97.9,3.78,0
45.996,-77.427,2007,7,21,5,9.48,94.5,5.22,0
45.996,-77.427,2007,7,21,6,9.27,94.9,4.416,0
45.996,-77.427,2007,7,21,7,11.53,88.9,4.284,0
45.996,-77.427,2007,7,21,8,14.51,79.14,6.24,0
45.996,-77.427,2007,7,21,9,17.46,66.53,6.804,0
45.996,-77.427,2007,7,21,10,19.85,56.54,7.692,0
45.996,-77.427,2007,7,21,11,21.62,50.09,6.396,0
45.996,-77.427,2007,7,21,12,22.54,43.85,6.936,0
45.996,-77.427,2007,7,21,13,23.67,42.49,10.49,0
45.996,-77.427,2007,7,21,14,24.86,36.28,10.34,0
45.996,-77.427,2007,7,21,15,25.23,39.66,9.5,0
45.996,-77.427,2007,7,21,16,26.43,34.27,5.892,0
45.996,-77.427,2007,7,21,17,25.4,35.74,7.692,0
45.996,-77.427,2007,7,21,18,25.54,34.31,11.76,0
45.996,-77.427,2007,7,21,19,25.61,34.82,2.736,0
45.996,-77.427,2007,7,21,20,22.85,59.95,3.132,0
45.996,-77.427,2007,7,21,21,16.72,86.5,3.072,0
45.996,-77.427,2007,7,21,22,14.62,90.2,2.592,0
45.996,-77.427,2007,7,21,23,13.29,94.4,2.64,0
45.996,-77.427,2007,7,22,0,12.34,97.9,1.8,0
45.996,-77.427,2007,7,22,1,11.22,98.5,2.988,0
45.996,-77.427,2007,7,22,2,10.88,99.9,2.088,0
45.996,-77.427,2007,7,22,3,10.37,99.9,1.98,0
45.996,-77.427,2007,7,22,4,9.58,99.9,3.588,0
45.996,-77.427,2007,7,22,5,9.27,99.9,1.824,0
45.996,-77.427,2007,7,22,6,8.46,99.9,3.36,0
45.996,-77.427,2007,7,22,7,11.6,96.8,4.176,0
45.996,-77.427,2007,7,22,8,15.02,85,4.308,0
45.996,-77.427,2007,7,22,9,18.28,75.95,5.712,0
45.996,-77.427,2007,7,22,10,21.04,59.2,3.936,0
45.996,-77.427,2007,7,22,11,22.54,59.1,6.228,0
45.996,-77.427,2007,7,22,12,24.89,46.27,6.288,0
45.996,-77.427,2007,7,22,13,25.58,38.53,9.64,0
45.996,-77.427,2007,7,22,14,27.01,35.06,7.776,0
45.996,-77.427,2007,7,22,15,27.18,36.25,7.176,0
45.996,-77.427,2007,7,22,16,27.59,29.8,6.648,0
45.996,-77.427,2007,7,22,17,27.76,31.65,4.704,0
45.996,-77.427,2007,7,22,18,27.08,33.59,6.588,0
45.996,-77.427,2007,7,22,19,25.92,40.41,3.9,0
45.996,-77.427,2007,7,22,20,22.98,54.77,4.02,0
45.996,-77.427,2007,7,22,21,17.54,82.2,2.544,0
45.996,-77.427,2007,7,22,22,15.43,87,1.656,0
45.996,-77.427,2007,7,22,23,13.67,93.2,1.08,0
45.996,-77.427,2007,7,23,0,13.03,94.1,2.76,0
45.996,-77.427,2007,7,23,1,12.24,97.5,1.272,0
45.996,-77.427,2007,7,23,2,12.28,96.6,4.212,0
45.996,-77.427,2007,7,23,3,11.94,98.3,3.996,0
45.996,-77.427,2007,7,23,4,11.25,98.8,1.836,0
45.996,-77.427,2007,7,23,5,10.81,99.9,1.344,0
45.996,-77.427,2007,7,23,6,10.23,100,2.4,0
45.996,-77.427,2007,7,23,7,13.57,92.5,1.44,0
45.996,-77.427,2007,7,23,8,16.22,85.7,7.32,0
45.996,-77.427,2007,7,23,9,18.42,77.75,4.02,0
45.996,-77.427,2007,7,23,10,21.72,68.47,3.804,0
45.996,-77.427,2007,7,23,11,23.15,61.89,4.08,0
45.996,-77.427,2007,7,23,12,24.79,59.74,6.396,0
45.996,-77.427,2007,7,23,13,26.12,51.53,6.924,0
45.996,-77.427,2007,7,23,14,26.87,44.98,7.224,0
45.996,-77.427,2007,7,23,15,27.49,43.99,9.85,0
45.996,-77.427,2007,7,23,16,27.62,41.23,9.13,0
45.996,-77.427,2007,7,23,17,27.55,40.34,10.2,0
45.996,-77.427,2007,7,23,18,27.25,41.33,7.836,0
45.996,-77.427,2007,7,23,19,25.75,43.92,7.188,0
45.996,-77.427,2007,7,23,20,23.84,51.66,6.36,0
45.996,-77.427,2007,7,23,21,19.62,66.98,3.996,0
45.996,-77.427,2007,7,23,22,16.05,88.5,1.692,0
45.996,-77.427,2007,7,23,23,14.73,94,0.672,0
45.996,-77.427,2007,7,24,0,13.8,95.1,1.344,0
45.996,-77.427,2007,7,24,1,13.46,97.7,1.596,0
45.996,-77.427,2007,7,24,2,13.53,96.6,1.74,0
45.996,-77.427,2007,7,24,3,13.7,98.3,2.472,0
45.996,-77.427,2007,7,24,4,12.71,99.8,3.528,0
45.996,-77.427,2007,7,24,5,12.44,99.9,2.76,0
45.996,-77.427,2007,7,24,6,11.7,100,1.968,0
45.996,-77.427,2007,7,24,7,14.25,94.6,3.288,0
45.996,-77.427,2007,7,24,8,17.99,81,1.98,0
45.996,-77.427,2007,7,24,9,21.04,71.37,2.268,0
45.996,-77.427,2007,7,24,10,23.26,61.79,4.512,0
45.996,-77.427,2007,7,24,11,24.89,59.71,3.18,0
45.996,-77.427,2007,7,24,12,26.46,56.71,5.796,0
45.996,-77.427,2007,7,24,13,27.28,47.3,5.268,0
45.996,-77.427,2007,7,24,14,28.3,50.16,3,0
