id,lat,long,timezone,yr,mon,day,hr,temp,rh,ws,prec,grass_fuel_load,percent_cured,solrad,sunrise,sunset,sunlight_hours,mcffmc,ffmc,dmc,dc,isi,bui,fwi,dsr,mcgfmc_matted,mcgfmc_standing,gfmc,gsi,gfwi,prec_cumulative,canopy_drying
PRF,45.996,-77.427,-4,2007,6,26,23,22.38,78.75,2.604,0.0,0.35,25.97,0.0,5.3294,21.0748,15.7454,13.4704,87.5504,23.8972,135.9581,3.4372,33.2039,7.6384,0.9942,16.3036,16.3728,55.3742,0.0248,0.0938,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,27,0,19.87,92.0,1.489,0.0,0.35,24.98,0.0,5.3359,21.0755,15.7396,15.8538,85.4019,23.8972,135.9581,2.3987,33.2039,5.449,0.5468,20.919,20.9463,53.4575,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,27,1,18.71,95.8,1.223,0.0,0.35,24.98,0.0,5.3359,21.0755,15.7396,18.2455,83.3082,23.8972,135.9581,1.785,33.2039,4.0054,0.3171,24.1051,24.1164,52.2601,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,27,2,18.33,95.8,1.309,0.0,0.35,24.98,0.0,5.3359,21.0755,15.7396,20.0855,81.7381,23.8972,135.9581,1.4739,33.2039,3.2113,0.2145,25.4719,25.4765,51.7048,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,27,3,17.38,98.1,1.662,0.0,0.35,24.98,0.0,5.3359,21.0755,15.7396,21.9917,80.1476,23.8972,135.9581,1.2545,33.2039,2.6147,0.1491,27.0398,27.0417,51.0403,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,27,4,17.14,99.3,1.558,0.0,0.35,24.98,0.0,5.3359,21.0755,15.7396,23.7341,78.7247,23.8972,135.9581,1.0848,33.2039,2.1224,0.1031,28.2113,28.2122,50.5548,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,27,5,17.51,100.0,1.236,0.0,0.35,24.98,0.0,5.3359,21.0755,15.7396,25.2388,77.5191,23.8972,135.9581,0.9633,33.2039,1.7417,0.0726,28.9434,28.9438,50.2582,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,27,6,17.38,98.2,2.505,0.0,0.35,24.98,0.0061,5.3359,21.0755,15.7396,26.022,76.8999,23.9042,136.4063,0.9799,33.244,1.7984,0.0769,28.9434,28.9438,50.2029,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,27,7,21.13,87.1,4.721,0.0,0.35,24.98,0.1177,5.3359,21.0755,15.7396,25.6656,77.181,23.9647,136.9107,1.1187,33.3399,2.2327,0.1127,25.0572,27.4301,51.6469,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,27,8,22.54,82.9,4.516,0.0,0.35,24.98,0.2467,5.3359,21.0755,15.7396,25.0102,77.7009,24.0503,137.4363,1.1531,33.4617,2.3422,0.1227,20.0206,25.3133,53.477,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,27,9,25.37,72.63,4.238,0.0,0.35,24.98,0.4533,5.3359,21.0755,15.7396,23.547,78.8761,24.2044,138.0044,1.2591,33.653,2.66,0.1537,13.8148,21.5582,55.335,0.0592,0.2239,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,27,10,28.13,68.41,5.638,0.0,0.35,24.98,0.6083,5.3359,21.0755,15.7396,21.7327,80.3616,24.4017,138.6138,1.5681,33.8888,3.514,0.2516,9.9258,18.3586,55.9431,0.1621,0.6135,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,27,11,30.21,58.38,9.84,0.0,0.35,24.98,0.7394,5.3359,21.0755,15.7396,19.1299,82.5492,24.6808,139.2545,2.5015,34.2056,5.7915,0.6091,7.6099,15.0186,55.4408,0.4986,1.8867,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,27,12,31.44,50.64,15.38,0.0,0.35,24.98,0.8148,5.3359,21.0755,15.7396,16.3566,84.9566,25.0253,139.9136,4.5421,34.5855,9.958,1.5898,6.7785,12.6985,54.2785,0.896,3.3904,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,27,13,32.67,48.42,13.26,0.0,0.35,24.98,0.8453,5.3359,21.0755,15.7396,14.3416,86.7577,25.3994,140.5911,5.2521,34.9938,11.3002,1.9885,5.7377,11.6668,54.8712,0.8577,3.2455,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,27,14,33.01,41.57,16.82,0.0,0.35,24.98,0.8353,5.3359,21.0755,15.7396,12.4081,88.5286,25.8276,141.2738,8.0947,35.452,15.9694,3.6677,5.493,10.4608,54.0463,1.1278,4.1108,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,27,15,28.37,54.29,12.62,0.0,0.35,24.98,0.7696,5.3359,21.0755,15.7396,12.4081,88.5286,26.1155,141.8868,6.5507,35.7711,13.6376,2.7737,5.8609,11.2262,55.0094,0.8022,3.0352,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,27,16,28.34,60.73,4.735,0.0,0.35,24.98,0.6743,5.3359,21.0755,15.7396,12.4382,88.5007,26.3626,142.4994,4.3853,36.0513,9.9027,1.5742,5.8609,12.1548,56.7992,0.1652,0.6249,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,27,17,32.33,44.77,17.62,0.0,0.35,24.98,0.5812,5.3359,21.0755,15.7396,11.6373,89.2466,26.759,143.1719,9.3432,36.4749,18.0379,4.5501,5.8609,11.1351,53.8267,1.1356,4.1599,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,27,18,31.82,48.15,13.79,0.0,0.35,24.98,0.4426,5.3359,21.0755,15.7396,11.4783,89.3956,27.1252,143.8367,7.8699,36.8685,15.9549,3.6618,6.4872,11.1351,54.6757,0.8249,3.1212,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,27,19,25.3,80.3,14.41,4.6,0.35,24.98,0.2216,5.3359,21.0755,15.7396,87.1191,41.3463,17.9695,137.2812,0.0918,27.0781,0.1013,0.0005,94.5321,51.802,25.1195,0.0,0.0,4.6,0.0
PRF,45.996,-77.427,-4,2007,6,27,20,24.97,86.0,8.67,0.5,0.35,24.98,0.0881,5.3359,21.0755,15.7396,87.3319,41.2548,16.1805,136.6935,0.0676,24.9713,0.0707,0.0003,127.5044,44.694,16.1866,0.0,0.0,5.1,0.0
PRF,45.996,-77.427,-4,2007,6,27,21,24.28,82.3,7.095,0.0,0.35,24.98,0.0,5.3359,21.0755,15.7396,76.7267,46.0249,16.2759,137.2452,0.1369,25.1079,0.1437,0.0009,80.8015,34.3342,29.492,0.0,0.0,5.1,1.0
PRF,45.996,-77.427,-4,2007,6,27,22,23.78,83.0,7.155,0.0,0.35,24.98,0.0,5.3359,21.0755,15.7396,68.1929,50.2043,16.2759,137.2452,0.2407,25.1079,0.2525,0.0024,55.5959,28.8771,38.7722,0.0,0.0,5.1,2.0
PRF,45.996,-77.427,-4,2007,6,27,23,23.37,80.2,7.4,0.0,0.35,24.98,0.0,5.3359,21.0755,15.7396,60.1524,54.4567,16.2759,137.2452,0.3847,25.1079,0.4036,0.0055,39.6313,25.094,45.4739,0.0,0.0,5.1,3.0
PRF,45.996,-77.427,-4,2007,6,28,0,21.19,90.2,2.034,0.0,0.35,23.99,0.0,5.3429,21.0755,15.7325,57.6662,55.8391,16.2759,137.2452,0.3326,25.1079,0.3489,0.0042,36.6519,25.094,46.451,0.0,0.0,5.1,4.0
PRF,45.996,-77.427,-4,2007,6,28,1,21.2,83.8,4.253,0.0,0.35,23.99,0.0,5.3429,21.0755,15.7325,53.3432,58.3245,16.2759,137.2452,0.4526,25.1079,0.4749,0.0073,31.7593,24.2008,48.5001,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,28,2,20.11,83.4,4.972,0.0,0.35,23.99,0.0,5.3429,21.0755,15.7325,49.4776,60.6393,16.2759,137.2452,0.5463,25.1079,0.5732,0.0102,28.5619,23.6548,49.7923,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,28,3,19.8,87.1,4.428,0.0,0.35,23.99,0.0,5.3429,21.0755,15.7325,46.8834,62.2445,16.2759,137.2452,0.5811,25.1079,0.6097,0.0113,27.3445,23.6548,50.3111,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,28,4,19.9,80.6,7.634,0.0,0.35,23.99,0.0,5.3429,21.0755,15.7325,42.9916,64.7347,16.2759,137.2452,0.7661,25.1079,0.8038,0.0185,24.9908,22.8271,50.9918,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,28,5,18.5,74.43,7.399,0.0,0.35,23.99,0.0,5.3429,21.0755,15.7325,39.0785,67.3434,16.2759,137.2452,0.8335,25.1079,0.8746,0.0215,22.8268,21.635,51.7719,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,28,6,17.21,77.81,10.39,0.0,0.35,23.99,0.049,5.3429,21.0755,15.7325,36.0923,69.4091,16.3607,137.6908,1.0359,25.2274,1.3841,0.0484,21.7214,21.5647,51.8214,0.0569,0.2152,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,28,7,16.22,74.54,10.25,0.0,0.35,23.99,0.1482,5.3429,21.0755,15.7325,33.3708,71.3511,16.4524,138.1216,1.0961,25.3545,1.579,0.0611,19.9876,21.229,52.3487,0.0987,0.3734,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,28,8,14.61,75.59,9.88,0.0,0.35,23.99,0.2262,5.3429,21.0755,15.7325,31.3599,72.8241,16.5315,138.5283,1.1365,25.4656,1.7032,0.0698,18.8942,21.229,52.7008,0.1202,0.4548,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,28,9,13.86,75.05,9.55,0.0,0.35,23.99,0.3065,5.3429,21.0755,15.7325,29.6863,74.0755,16.6083,138.9237,1.1811,25.5734,1.8339,0.0796,17.8612,21.229,53.0217,0.1387,0.5246,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,28,10,13.32,69.42,12.72,0.0,0.35,23.99,0.4204,5.3429,21.0755,15.7325,27.8139,75.504,16.6987,139.311,1.4956,25.6969,2.6296,0.1506,16.54,20.8305,52.8596,0.2349,0.8888,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,28,11,13.86,66.08,11.18,0.0,0.35,23.99,0.5229,5.3429,21.0755,15.7325,26.0659,76.8654,16.8031,139.7064,1.5134,25.8373,2.6841,0.1562,14.9331,20.2088,53.4572,0.2472,0.9353,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,28,12,14.95,56.66,10.99,0.0,0.35,23.99,0.6581,5.3429,21.0755,15.7325,24.0039,78.507,16.9469,140.1181,1.711,26.0248,3.1567,0.2081,12.6196,18.7852,53.9404,0.3043,1.1512,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,28,13,16.38,52.15,11.64,0.0,0.35,23.99,0.7291,5.3429,21.0755,15.7325,21.9432,80.1876,17.1209,140.5513,2.0829,26.2484,3.9912,0.3152,10.9852,17.4233,54.0887,0.3826,1.4476,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,28,14,16.21,50.2,10.19,0.0,0.35,23.99,0.7257,5.3429,21.0755,15.7325,20.292,81.5641,17.3002,140.982,2.2588,26.4775,4.385,0.3723,10.2724,16.6934,54.4904,0.354,1.3396,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,28,15,17.67,45.02,10.29,0.0,0.35,23.99,0.7178,5.3429,21.0755,15.7325,18.5869,83.0142,17.5158,141.4345,2.714,26.7497,5.3335,0.5265,9.4501,15.617,54.5947,0.3915,1.4812,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,28,16,18.65,45.18,12.0,0.0,0.35,23.99,0.6471,5.3429,21.0755,15.7325,17.1749,84.2378,17.7428,141.9018,3.4742,27.0348,6.8029,0.8099,9.4501,15.0213,54.2379,0.4673,1.768,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,28,17,18.66,42.42,11.35,0.0,0.35,23.99,0.5449,5.3429,21.0755,15.7325,15.9749,85.2944,17.9813,142.3692,3.8842,27.3324,7.58,0.9808,9.4501,14.5132,54.3743,0.4388,1.6604,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,28,18,18.76,39.59,9.01,0.0,0.35,23.99,0.4199,5.3429,21.0755,15.7325,14.9538,86.2058,18.2329,142.8381,3.9212,27.6441,7.6962,1.0076,9.4501,14.0205,54.8573,0.3322,1.2569,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,28,19,18.52,40.07,7.476,0.0,0.35,23.99,0.2766,5.3429,21.0755,15.7325,14.2518,86.839,18.4793,143.3034,3.9698,27.9485,7.8319,1.0392,9.6017,13.9256,55.1413,0.2528,0.9566,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,28,20,17.44,44.54,7.284,0.0,0.35,23.99,0.1291,5.3429,21.0755,15.7325,13.9939,87.073,18.694,143.7525,4.0647,28.2151,8.0425,1.0892,10.7757,13.9256,54.9722,0.2141,0.8103,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,28,21,11.92,74.1,3.144,0.0,0.35,23.99,0.0,5.3429,21.0755,15.7325,14.7856,86.357,18.7626,144.1188,2.9806,28.3108,6.0625,0.6605,15.2687,16.8341,54.6165,0.0311,0.1176,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,28,22,8.97,90.5,3.492,0.0,0.35,23.99,0.0,5.3429,21.0755,15.7325,16.5494,84.7867,18.7626,144.1188,2.4377,28.3108,4.9721,0.465,20.6224,21.4158,52.8998,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,28,23,8.16,91.3,2.7,0.0,0.35,23.99,0.0,5.3429,21.0755,15.7325,18.0211,83.502,18.7626,144.1188,1.9721,28.3108,3.9712,0.3124,23.5162,23.9337,51.9174,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,29,0,6.663,96.5,1.884,0.0,0.35,23.0,0.0,5.3506,21.0748,15.7242,19.7834,81.9935,18.7626,144.1188,1.5645,28.3108,3.0281,0.1933,26.426,26.6568,50.3688,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,29,1,6.151,98.3,2.664,0.0,0.35,23.0,0.0,5.3506,21.0748,15.7242,21.5722,80.4945,18.7626,144.1188,1.3694,28.3108,2.5453,0.1421,28.652,28.7783,49.4214,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,29,2,5.608,99.2,2.616,0.0,0.35,23.0,0.0,5.3506,21.0748,15.7242,23.2042,79.1544,18.7626,144.1188,1.1911,28.3108,2.077,0.0992,30.1973,30.2673,48.7808,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,29,3,4.801,99.5,3.984,0.0,0.35,23.0,0.0,5.3506,21.0748,15.7242,24.674,77.9691,18.7626,144.1188,1.1476,28.3108,1.9566,0.0892,31.2615,31.2999,48.2827,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,29,4,4.491,98.7,3.768,0.0,0.35,23.0,0.0,5.3506,21.0748,15.7242,25.7548,77.1105,18.7626,144.1188,1.0606,28.3108,1.7061,0.07,31.6205,31.6418,48.1402,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,29,5,3.708,99.2,2.76,0.0,0.35,23.0,0.0,5.3506,21.0748,15.7242,26.7113,76.3595,18.7626,144.1188,0.9558,28.3108,1.3697,0.0475,32.0504,32.0626,47.9932,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,29,6,3.982,99.7,2.94,0.0,0.35,23.0,0.0004,5.3506,21.0748,15.7242,27.6123,75.6596,18.7628,144.366,0.9223,28.323,1.2441,0.04,32.4088,32.4315,47.835,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,29,7,9.43,89.1,1.812,0.0,0.35,23.0,0.0566,5.3506,21.0748,15.7242,27.5178,75.7326,18.7857,144.6949,0.8752,28.3648,0.9954,0.027,30.9057,31.7874,48.5116,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,29,8,11.18,77.66,5.148,0.0,0.35,23.0,0.1832,5.3506,21.0748,15.7242,26.8205,76.2743,18.8411,145.0501,1.0719,28.4451,1.7496,0.0732,25.9297,29.0021,50.367,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,29,9,14.99,62.46,4.8,0.0,0.35,23.0,0.3978,5.3506,21.0748,15.7242,25.229,77.5269,18.966,145.4625,1.1535,28.6072,1.9957,0.0924,18.5212,24.3243,52.9686,0.0131,0.0494,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,29,10,17.8,46.04,8.35,0.0,0.35,23.0,0.5951,5.3506,21.0748,15.7242,22.4969,79.732,19.1793,145.917,1.6833,28.8714,3.363,0.2327,12.1608,18.8962,54.0238,0.2027,0.7669,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,29,11,19.3,43.44,11.81,0.0,0.35,23.0,0.7067,5.3506,21.0748,15.7242,19.9075,81.8885,19.4216,146.394,2.5474,29.1689,5.3032,0.5212,9.6476,15.9066,53.7635,0.4077,1.5425,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,29,12,20.77,41.67,6.204,0.0,0.35,23.0,0.7843,5.3506,21.0748,15.7242,17.9327,83.5785,19.6905,146.893,2.3766,29.4964,4.9824,0.4667,7.4619,14.4377,55.242,0.2122,0.803,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,29,13,21.52,39.15,9.38,0.0,0.35,23.0,0.8207,5.3506,21.0748,15.7242,16.1112,85.1736,19.9813,147.4033,3.4589,29.8476,7.1981,0.895,6.9481,13.4263,54.6334,0.4156,1.5725,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,29,14,21.69,37.44,8.87,0.0,0.35,23.0,0.8129,5.3506,21.0748,15.7242,14.6796,86.4524,20.2825,147.9162,4.0315,30.2092,8.3123,1.1547,6.6478,12.8622,54.7822,0.3998,1.5126,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,29,15,22.81,35.43,17.8,0.0,0.35,23.0,0.7705,5.3506,21.0748,15.7242,13.2618,87.7414,20.6095,148.4458,7.5967,30.5986,14.0886,2.9381,6.6478,12.1818,52.76,0.8675,3.2824,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,29,16,22.88,37.2,15.12,0.0,0.35,23.0,0.6845,5.3506,21.0748,15.7242,12.4496,88.4901,20.9284,148.9765,7.3893,30.9775,13.8782,2.8609,6.6478,12.1818,53.3783,0.7351,2.7816,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,29,17,21.45,41.2,13.04,0.0,0.35,23.0,0.5618,5.3506,21.0748,15.7242,12.2436,88.6812,21.2084,149.4858,6.8391,31.3111,13.1372,2.5961,7.3429,12.1818,53.7799,0.5832,2.2066,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,29,18,16.55,66.4,15.28,0.0,0.35,23.0,0.3345,5.3506,21.0748,15.7242,13.1629,87.8322,21.3319,149.9215,6.7783,31.4695,13.0803,2.5762,11.4169,15.1313,52.8094,0.444,1.6801,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,29,19,13.9,92.4,6.972,1.0,0.35,23.0,0.0687,5.3506,21.0748,15.7242,27.0996,76.057,21.3553,150.3175,1.1585,31.5168,2.222,0.1118,186.5452,31.6778,3.8519,0.0,0.0,1.0,0.0
PRF,45.996,-77.427,-4,2007,6,29,20,13.76,92.5,5.04,0.0,0.35,23.0,0.0324,5.3506,21.0748,15.7242,27.0884,76.0657,21.3783,150.7114,1.0516,31.5634,1.9109,0.0856,151.7734,31.2585,10.3624,0.0,0.0,1.0,1.0
PRF,45.996,-77.427,-4,2007,6,29,21,13.53,93.1,4.236,0.0,0.35,23.0,0.0,5.3506,21.0748,15.7242,27.0884,76.0657,21.399,151.1019,1.0098,31.6074,1.7851,0.0759,133.4307,31.0221,14.3669,0.0,0.0,1.0,2.0
PRF,45.996,-77.427,-4,2007,6,29,22,10.84,99.2,1.908,0.0,0.35,23.0,0.0,5.3506,21.0748,15.7242,27.7739,75.5348,21.399,151.1019,0.869,31.6074,1.296,0.043,131.919,31.0221,14.7175,0.0,0.0,1.0,3.0
PRF,45.996,-77.427,-4,2007,6,29,23,10.81,99.9,4.056,0.0,0.35,23.0,0.0,5.3506,21.0748,15.7242,28.5293,74.9546,21.399,151.1019,0.9367,31.6074,1.5465,0.0588,131.6866,31.1281,14.7717,0.0,0.0,1.0,4.0
PRF,45.996,-77.427,-4,2007,6,30,0,9.31,99.8,4.068,0.0,0.35,22.9,0.0,5.3588,21.0734,15.7146,29.1348,74.4931,21.399,151.1019,0.9147,31.6074,1.4696,0.0538,131.2501,31.3448,14.8528,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,30,1,8.83,99.9,4.476,0.0,0.35,22.9,0.0,5.3588,21.0734,15.7146,29.6604,74.095,21.399,151.1019,0.9155,31.6074,1.4723,0.0539,131.0301,31.554,14.9043,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,30,2,7.712,99.9,4.26,0.0,0.35,22.9,0.0,5.3588,21.0734,15.7146,30.1053,73.76,21.399,151.1019,0.8914,31.6074,1.3842,0.0484,130.8232,31.8019,14.9528,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,30,3,7.072,99.9,2.448,0.0,0.35,22.9,0.0,5.3588,21.0734,15.7146,30.4613,73.4931,21.399,151.1019,0.8039,31.6074,0.9832,0.0264,130.6517,32.0003,14.993,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,30,4,5.707,99.8,4.092,0.1,0.35,22.9,0.0,5.3588,21.0734,15.7146,30.7821,73.2535,21.399,151.1019,0.8643,31.6074,1.2766,0.0419,158.732,33.7146,8.9368,0.0,0.0,0.1,0.0
PRF,45.996,-77.427,-4,2007,6,30,5,4.922,99.8,3.54,0.0,0.35,22.9,0.0,5.3588,21.0734,15.7146,31.0606,73.0462,21.399,151.1019,0.8333,31.6074,1.1296,0.0337,158.2777,33.7146,9.027,0.0,0.0,0.1,1.0
PRF,45.996,-77.427,-4,2007,6,30,6,6.117,99.9,2.016,0.0,0.35,22.9,0.0002,5.3588,21.0734,15.7146,31.2743,72.8876,21.3991,151.3812,0.7667,31.6228,0.938,0.0243,158.037,33.7146,9.0748,0.0,0.0,0.1,2.0
PRF,45.996,-77.427,-4,2007,6,30,7,8.56,99.8,2.604,0.0,0.35,22.9,0.0011,5.3588,21.0734,15.7146,31.3754,72.8126,21.3995,151.6971,0.7873,31.6404,0.9636,0.0255,157.2673,33.7146,9.2283,0.0,0.0,0.1,3.0
PRF,45.996,-77.427,-4,2007,6,30,8,11.38,90.4,3.624,0.0,0.35,22.9,0.0943,5.3588,21.0734,15.7146,31.0808,73.0312,21.4238,152.0553,0.8363,31.6864,1.1536,0.035,120.1935,32.8063,17.5318,0.0,0.0,0.1,4.0
PRF,45.996,-77.427,-4,2007,6,30,9,13.01,76.96,5.508,0.0,0.35,22.9,0.2799,5.3588,21.0734,15.7146,29.8274,73.9691,21.4903,152.4379,0.9586,31.78,1.6317,0.0647,68.8202,29.1823,33.0113,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,30,10,15.08,63.74,10.54,0.0,0.35,22.9,0.4864,5.3588,21.0734,15.7146,27.474,75.7666,21.6117,152.8516,1.3615,31.9351,2.8129,0.1697,32.7891,23.9628,47.3499,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,30,11,15.41,56.37,10.38,0.0,0.35,22.9,0.6125,5.3588,21.0734,15.7146,25.0856,77.6409,21.7609,153.2703,1.542,32.1208,3.2999,0.2251,18.0745,20.4349,52.3282,0.133,0.5033,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,30,12,15.55,64.69,10.68,0.0,0.35,22.9,0.6117,5.3588,21.0734,15.7146,23.6256,78.8125,21.8828,153.691,1.7318,32.2766,3.7902,0.2876,14.3331,19.6148,53.137,0.2246,0.8497,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,30,13,13.25,82.8,5.748,1.4,0.35,22.9,0.3715,5.3588,21.0734,15.7146,45.6322,63.0342,21.9334,154.0773,0.646,32.353,0.8026,0.0184,127.6917,37.7903,15.6944,0.0,0.0,1.4,0.0
PRF,45.996,-77.427,-4,2007,6,30,14,15.3,69.59,5.1,0.1,0.35,22.9,0.5752,5.3588,21.0734,15.7146,43.8271,64.1916,22.0367,154.4943,0.659,32.4883,0.8212,0.0192,62.7257,31.3358,35.2621,0.0,0.0,1.5,0.0
PRF,45.996,-77.427,-4,2007,6,30,15,16.0,61.42,10.66,0.0,0.35,22.9,0.618,5.3588,21.0734,15.7146,38.438,67.7808,22.1738,154.9218,0.9967,32.6608,1.8142,0.0781,27.217,24.393,49.4613,0.0,0.0,1.5,1.0
PRF,45.996,-77.427,-4,2007,6,30,16,18.14,58.04,5.94,0.0,0.35,22.9,0.5972,5.3588,21.0734,15.7146,33.9429,70.938,22.3427,155.3814,0.8698,32.8695,1.3909,0.0488,15.3576,20.4944,53.6573,0.0685,0.2593,1.5,2.0
PRF,45.996,-77.427,-4,2007,6,30,17,17.6,49.79,7.896,0.0,0.35,22.9,0.5201,5.3588,21.0734,15.7146,29.5844,74.1525,22.5389,155.8329,1.0907,33.1068,2.1335,0.104,12.1721,17.778,54.0541,0.1855,0.7019,1.5,3.0
PRF,45.996,-77.427,-4,2007,6,30,18,16.91,49.75,4.104,0.0,0.35,22.9,0.3922,5.3588,21.0734,15.7146,26.6091,76.4394,22.7276,156.274,1.0283,33.335,1.9579,0.0893,11.8341,16.796,54.7855,0.0617,0.2335,1.5,4.0
PRF,45.996,-77.427,-4,2007,6,30,19,16.31,54.74,6.192,0.0,0.35,22.9,0.248,5.3588,21.0734,15.7146,24.4179,78.1743,22.8914,156.7062,1.305,33.5357,2.7799,0.1661,12.0171,16.796,54.3867,0.1279,0.4839,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,30,20,15.3,57.31,6.852,0.0,0.35,22.9,0.1138,5.3588,21.0734,15.7146,22.8448,79.4473,23.0364,157.1232,1.5171,33.7151,3.3662,0.2331,13.1987,16.796,54.0231,0.13,0.492,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,30,21,13.49,65.9,3.456,0.0,0.35,22.9,0.0,5.3588,21.0734,15.7146,22.1658,80.0041,23.1386,157.513,1.3527,33.8469,2.9347,0.1829,15.3847,17.15,54.0039,0.0297,0.1125,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,30,22,12.37,66.56,4.5,0.0,0.35,22.9,0.0,5.3588,21.0734,15.7146,21.6275,80.4487,23.1386,157.513,1.4947,33.8469,3.3176,0.2272,16.6777,17.5438,53.5018,0.0274,0.1037,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,30,23,9.31,83.3,3.648,0.0,0.35,22.9,0.0,5.3588,21.0734,15.7146,21.6275,80.4487,23.1386,157.513,1.4319,33.8469,3.1499,0.2073,19.8362,20.2768,52.628,0.0011,0.0041,0.0,0.0
PRF,45.996,-77.427,-4,2007,7,1,0,11.46,71.93,6.72,0.0,0.35,22.8,0.0,5.3677,21.0714,15.7037,21.3569,80.6733,23.1386,157.513,1.7132,33.8469,3.8829,0.3002,19.8362,20.2768,52.1124,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,7,1,1,9.79,77.53,8.75,0.0,0.35,22.8,0.0,5.3677,21.0714,15.7037,21.3467,80.6817,23.1386,157.513,1.8994,33.8469,4.3461,0.3664,20.5553,20.7605,51.7376,0.0,0.0,0.0,0.0
