id,lat,long,timezone,yr,mon,day,hr,temp,rh,ws,prec,grass_fuel_load,percent_cured,solrad,sunrise,sunset,sunlight_hours,mcffmc,ffmc,dmc,dc,isi,bui,fwi,dsr,mcgfmc_matted,mcgfmc_standing,gfmc,gsi,gfwi,prec_cumulative,canopy_drying
PRF,45.996,-77.427,-4,2007,6,8,14,29.97,53.4,12.53,0.0,0.35,52.14,0.8199,5.3236,20.9539,15.6303,16.4341,84.8883,2.257,41.0583,3.8978,3.9686,2.474,0.1352,6.8954,13.5598,70.1576,8.7474,18.7429,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,8,15,31.09,50.26,16.55,0.0,0.35,52.14,0.7714,5.3236,20.9539,15.6303,14.6601,86.47,2.6003,41.7121,5.9514,4.4994,4.3733,0.3705,6.8954,12.423,69.0122,11.7191,20.832,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,8,16,30.34,53.05,14.45,0.0,0.35,52.14,0.68,5.3236,20.9539,15.6303,13.8626,87.1925,2.9165,42.3547,5.9326,4.9764,4.5602,0.399,6.8954,12.423,69.6148,10.1914,19.8343,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,8,17,20.26,86.1,12.84,4.8,0.35,52.14,0.2944,5.3236,20.9539,15.6303,97.6103,37.0259,1.1385,36.9505,0.0362,2.1142,0.0114,0.0,111.2177,66.5747,27.0161,0.0,0.0,4.8,0.0
PRF,45.996,-77.427,-4,2007,6,8,18,20.23,94.9,9.21,0.9,0.35,52.14,0.1005,5.3236,20.9539,15.6303,112.2578,31.5782,0.2747,35.8319,0.0083,0.539,0.002,0.0,169.4058,72.3101,11.8258,0.0,0.0,5.7,0.0
PRF,45.996,-77.427,-4,2007,6,8,19,19.51,98.3,5.546,8.9,0.35,52.14,0.0226,5.3236,20.9539,15.6303,208.5536,6.9304,0.0074,20.7161,0.0,0.0147,0.0,0.0,223.5648,213.5762,1.807,0.0,0.0,14.6,0.0
PRF,45.996,-77.427,-4,2007,6,8,20,18.52,100.0,4.97,0.2,0.35,52.14,0.0,5.3236,20.9539,15.6303,211.6594,6.3556,0.0,20.8374,0.0,0.0,0.0,0.0,250.0,217.0048,0.0,0.0,0.0,14.8,0.0
PRF,45.996,-77.427,-4,2007,6,8,21,18.12,99.9,3.241,0.0,0.35,52.14,0.0,5.3236,20.9539,15.6303,211.501,6.3847,0.0,20.8374,0.0,0.0,0.0,0.0,249.3585,216.4615,0.0,0.0,0.0,14.8,1.0
PRF,45.996,-77.427,-4,2007,6,8,22,18.16,94.8,7.169,0.0,0.35,52.14,0.0,5.3236,20.9539,15.6303,202.1117,8.1553,0.0,20.8374,0.0,0.0,0.0,0.0,213.8209,186.2471,3.3965,0.0,0.0,14.8,2.0
PRF,45.996,-77.427,-4,2007,6,8,23,16.73,87.8,12.6,0.0,0.35,52.14,0.0,5.3236,20.9539,15.6303,182.0061,12.2862,0.0,20.8374,0.0,0.0,0.0,0.0,151.4689,133.0279,15.9071,0.0,0.0,14.8,3.0
PRF,45.996,-77.427,-4,2007,6,9,0,15.4,88.9,9.99,0.0,0.35,50.3,0.0,5.3182,20.9656,15.6474,167.2249,15.66,0.0,20.8374,0.0,0.0,0.0,0.0,116.2102,102.9728,25.0472,0.0,0.0,14.8,4.0
PRF,45.996,-77.427,-4,2007,6,9,1,14.72,75.05,10.44,0.0,0.35,50.3,0.0,5.3182,20.9656,15.6474,144.5749,21.4931,0.0,20.8374,0.0004,0.0,0.0001,0.0,75.4852,67.9313,39.4562,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,9,2,12.88,82.8,6.488,0.0,0.35,50.3,0.0,5.3182,20.9656,15.6474,132.0163,25.1349,0.0,20.8374,0.0011,0.0,0.0002,0.0,59.8579,54.613,46.3588,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,9,3,11.35,90.8,4.483,0.0,0.35,50.3,0.0,5.3182,20.9656,15.6474,126.0784,26.9734,0.0,20.8374,0.0018,0.0,0.0004,0.0,54.3576,50.0394,49.0113,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,9,4,10.06,95.3,5.364,0.0,0.35,50.3,0.0,5.3182,20.9656,15.6474,122.9855,27.963,0.0,20.8374,0.0025,0.0,0.0005,0.0,52.0695,48.1999,50.1439,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,9,5,8.49,98.9,5.799,0.0,0.35,50.3,0.0,5.3182,20.9656,15.6474,122.2706,28.195,0.0,20.8374,0.0028,0.0,0.0006,0.0,51.6463,47.8797,50.3541,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,9,6,9.21,96.3,5.581,0.0,0.35,50.3,0.0076,5.3182,20.9656,15.6474,119.9418,28.9592,0.0076,21.163,0.0034,0.0151,0.0007,0.0,49.808,46.6801,51.2838,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,9,7,11.45,86.5,8.02,0.0,0.35,50.3,0.0779,5.3182,20.9656,15.6474,111.4994,31.8452,0.0419,21.5223,0.0084,0.0834,0.0017,0.0,40.9695,41.2582,55.8608,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,9,8,14.03,78.08,5.261,0.0,0.35,50.3,0.2092,5.3182,20.9656,15.6474,100.7591,35.8005,0.1102,21.9202,0.0189,0.2176,0.0041,0.0,30.2206,34.7541,61.668,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,9,9,15.9,69.71,7.311,0.0,0.35,50.3,0.3731,5.3182,20.9656,15.6474,87.3779,41.2351,0.2171,22.3462,0.0629,0.4239,0.0146,0.0,20.9084,28.0167,66.0295,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,9,10,17.63,56.34,8.24,0.0,0.35,50.3,0.5633,5.3182,20.9656,15.6474,72.3367,48.1343,0.388,22.7982,0.1953,0.7442,0.0487,0.0001,14.0529,21.8784,68.4198,1.9384,7.9793,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,9,11,19.23,50.26,6.125,0.0,0.35,50.3,0.6903,5.3182,20.9656,15.6474,59.4375,54.8508,0.6003,23.2741,0.3742,1.1279,0.1007,0.0005,10.0859,18.1592,69.9995,2.0029,8.2131,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,9,12,20.53,42.56,6.79,0.0,0.35,50.3,0.7815,5.3182,20.9656,15.6474,47.7105,61.7281,0.8621,23.7696,0.6369,1.5808,0.1851,0.0014,7.7726,15.4301,70.391,3.087,11.3032,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,9,13,20.77,45.29,8.93,0.0,0.35,50.3,0.8017,5.3182,20.9656,15.6474,38.7192,67.5885,1.1144,24.2686,0.9078,1.9992,0.2811,0.0029,7.7005,14.5991,69.8538,4.621,14.1847,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,9,14,21.55,40.0,5.654,0.0,0.35,50.3,0.8036,5.3182,20.9656,15.6474,31.8101,72.4914,1.4014,24.7794,0.9065,2.4556,0.2987,0.0032,6.6068,13.6237,70.9318,2.4686,9.7065,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,9,15,22.2,36.21,4.423,0.0,0.35,50.3,0.7597,5.3182,20.9656,15.6474,26.3683,76.6279,1.7158,25.2999,1.0586,2.9341,0.37,0.0047,6.0514,12.7454,71.3708,1.6033,6.6235,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,9,16,23.12,34.99,4.954,0.0,0.35,50.3,0.6769,5.3182,20.9656,15.6474,22.0017,80.1393,2.0495,25.8342,1.4796,3.4205,0.5464,0.0093,6.0514,12.1142,71.231,1.7851,7.391,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,9,17,23.5,36.59,5.344,0.0,0.35,50.3,0.5604,5.3182,20.9656,15.6474,18.8447,82.793,2.3803,26.3742,2.0565,3.8842,0.7972,0.0182,6.0514,12.0069,71.1278,2.2785,9.1342,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,9,18,23.29,36.35,4.15,0.0,0.35,50.3,0.4229,5.3182,20.9656,15.6474,16.632,84.7139,2.7094,26.911,2.495,4.3291,1.084,0.0314,6.405,11.9808,71.3657,1.4532,5.9216,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,9,19,23.15,34.61,3.504,0.0,0.35,50.3,0.2744,5.3182,20.9656,15.6474,14.9381,86.2198,3.0454,27.4458,2.977,4.7681,1.8353,0.0797,7.0317,11.8055,71.387,1.1591,4.3063,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,9,20,22.03,59.44,1.117,0.0,0.35,50.3,0.1142,5.3182,20.9656,15.6474,14.9381,86.2198,3.2438,27.9637,2.6396,5.0291,1.5258,0.0575,10.0338,13.0374,71.1114,0.3064,1.1593,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,9,21,15.19,84.5,1.198,0.0,0.35,50.3,0.0,5.3182,20.9656,15.6474,16.0817,85.1997,3.2438,27.9637,2.2985,5.0291,0.9912,0.0268,16.3367,17.7512,68.7732,0.1199,0.4538,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,9,22,12.27,94.4,2.153,0.0,0.35,50.3,0.0,5.3182,20.9656,15.6474,18.0791,83.4519,3.2438,27.9637,1.9059,5.0291,0.8219,0.0192,22.0152,22.6942,66.0717,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,9,23,10.81,98.8,2.282,0.0,0.35,50.3,0.0,5.3182,20.9656,15.6474,20.396,81.4765,3.2438,27.9637,1.5009,5.0291,0.6473,0.0126,26.2669,26.6029,63.9085,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,10,0,10.61,98.7,4.344,0.0,0.35,48.56,0.0,5.3136,20.9768,15.6632,22.3754,79.8317,3.2438,27.9637,1.3897,5.0291,0.5993,0.011,28.4576,28.6161,61.7782,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,10,1,9.31,99.4,1.643,0.0,0.35,48.56,0.0,5.3136,20.9768,15.6632,23.9291,78.5673,3.2438,27.9637,1.0741,5.0291,0.4632,0.007,29.7929,29.8759,61.2107,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,10,2,8.22,99.8,3.693,0.0,0.35,48.56,0.0,5.3136,20.9768,15.6632,25.3789,77.4079,3.2438,27.9637,1.0808,5.0291,0.4661,0.007,30.8018,30.8441,60.5887,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,10,3,9.51,98.1,4.73,0.0,0.35,48.56,0.0,5.3136,20.9768,15.6632,26.2572,76.715,3.2438,27.9637,1.0817,5.0291,0.4665,0.0071,30.8018,30.8441,60.5436,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,10,4,7.023,99.6,2.554,0.0,0.35,48.56,0.0,5.3136,20.9768,15.6632,27.2064,75.974,3.2438,27.9637,0.9223,5.0291,0.3978,0.0053,31.3671,31.3898,60.3345,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,10,5,6.692,99.9,1.536,0.0,0.35,48.56,0.0,5.3136,20.9768,15.6632,28.0172,75.3474,3.2438,27.9637,0.8435,5.0291,0.3638,0.0045,31.7952,31.8079,60.1418,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,10,6,6.935,99.9,2.502,0.0,0.35,48.56,0.0002,5.3136,20.9768,15.6632,28.7262,74.8042,3.2439,28.2553,0.8592,5.041,0.3709,0.0047,32.0059,32.0202,59.995,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,10,7,10.71,92.6,4.369,0.0,0.35,48.56,0.0446,5.3136,20.9768,15.6632,28.6705,74.8467,3.2615,28.6034,0.9461,5.0761,0.4096,0.0056,31.0429,31.7394,60.4331,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,10,8,13.56,80.8,6.586,0.0,0.35,48.56,0.1872,5.3136,20.9768,15.6632,27.8651,75.4645,3.3193,28.9943,1.0954,5.1614,0.4778,0.0074,25.6894,28.9783,63.0055,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,10,9,17.26,68.59,5.719,0.0,0.35,48.56,0.3965,5.3136,20.9768,15.6632,26.2109,76.7514,3.4397,29.4407,1.1399,5.3242,0.504,0.0081,18.3277,24.5147,66.3448,0.2544,0.9627,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,10,10,19.95,56.98,4.632,0.0,0.35,48.56,0.586,5.3136,20.9768,15.6632,23.949,78.5513,3.6302,29.9275,1.2469,5.571,0.5626,0.0098,12.2182,20.1104,68.6734,0.7393,2.7974,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,10,11,22.95,40.92,4.416,0.0,0.35,48.56,0.7365,5.3136,20.9768,15.6632,20.7562,81.1744,3.9312,30.4592,1.6138,5.9444,0.75,0.0163,7.4557,15.5315,69.9835,1.1878,4.4809,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,10,12,24.76,32.05,5.294,0.0,0.35,48.56,0.8128,5.3136,20.9768,15.6632,17.4197,84.0242,4.3047,31.0181,2.4081,6.3918,1.5797,0.0611,5.1664,12.3093,70.2236,2.1086,8.5806,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,10,13,24.21,31.24,7.84,0.0,0.35,48.56,0.8375,5.3136,20.9768,15.6632,14.9333,86.2241,4.6743,31.5688,3.7062,6.8229,3.1572,0.2081,5.0993,11.2702,69.5374,4.4307,13.8844,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,10,14,25.4,32.33,4.223,0.0,0.35,48.56,0.8254,5.3136,20.9768,15.6632,13.2917,87.714,5.0559,32.1373,3.8177,7.2574,3.3921,0.2363,4.5206,10.8903,70.6326,1.5634,6.4439,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,10,15,25.61,31.24,5.829,0.0,0.35,48.56,0.7732,5.3136,20.9768,15.6632,11.9799,88.9267,5.4468,32.7089,4.9261,7.6915,4.6443,0.4121,4.5206,10.5903,70.1909,2.855,10.7452,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,10,16,26.12,29.43,7.031,0.0,0.35,48.56,0.6862,5.3136,20.9768,15.6632,10.8698,89.9685,5.856,33.2882,6.0778,8.1345,5.8972,0.629,4.5206,10.1653,69.856,4.0066,13.1657,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,10,17,26.46,32.09,6.97,0.0,0.35,48.56,0.5683,5.3136,20.9768,15.6632,10.2758,90.532,6.2549,33.8726,6.5683,8.5587,6.5079,0.7488,4.732,10.1653,69.8389,3.8623,12.9036,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,10,18,26.43,31.24,4.626,0.0,0.35,48.56,0.4296,5.3136,20.9768,15.6632,9.8378,90.9502,6.6584,34.4566,6.1957,8.979,6.3066,0.7083,5.1088,10.1653,70.4144,1.5992,6.6053,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,10,19,26.73,34.82,2.89,0.0,0.35,48.56,0.2787,5.3136,20.9768,15.6632,9.7465,91.0378,7.0451,35.045,5.748,9.3774,6.0017,0.6488,5.9702,10.1653,70.6961,0.9392,3.5538,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,10,20,23.73,56.78,1.461,0.0,0.35,48.56,0.1197,5.3136,20.9768,15.6632,10.3937,90.4198,7.2728,35.5885,4.8969,9.6272,5.1999,0.5034,9.2163,11.8768,70.2216,0.3612,1.3669,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,10,21,17.7,83.1,3.036,0.0,0.35,48.56,0.0,5.3136,20.9768,15.6632,12.571,88.3778,7.2728,35.5885,3.9551,9.6272,4.1613,0.3393,16.062,17.1464,67.6229,0.2518,0.9529,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,10,22,15.4,89.9,3.041,0.0,0.35,48.56,0.0,5.3136,20.9768,15.6632,14.8757,86.276,7.2728,35.5885,2.9315,9.6272,2.9332,0.1827,20.6496,21.1157,65.6892,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,10,23,13.67,94.8,2.696,0.0,0.35,48.56,0.0,5.3136,20.9768,15.6632,17.2719,84.1531,7.2728,35.5885,2.1493,9.6272,1.8745,0.0827,24.1798,24.3912,64.0459,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,11,0,12.41,99.1,2.592,0.0,0.35,46.82,0.0,5.3096,20.9874,15.6778,19.9099,81.8865,7.2728,35.5885,1.6006,9.6272,0.946,0.0247,27.3784,27.4777,61.5548,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,11,1,11.49,98.0,2.142,0.0,0.35,46.82,0.0,5.3096,20.9874,15.6778,21.7363,80.3586,7.2728,35.5885,1.3144,9.6272,0.7769,0.0174,28.5644,28.6129,60.9713,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,11,2,10.95,97.6,3.945,0.0,0.35,46.82,0.0,5.3096,20.9874,15.6778,23.2186,79.1426,7.2728,35.5885,1.2722,9.6272,0.7519,0.0164,29.0984,29.1213,60.606,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,11,3,10.54,98.3,3.976,0.0,0.35,46.82,0.0,5.3096,20.9874,15.6778,24.5385,78.0776,7.2728,35.5885,1.1576,9.6272,0.6842,0.0139,29.6525,29.6634,60.3213,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,11,4,10.44,97.3,4.29,0.0,0.35,46.82,0.0,5.3096,20.9874,15.6778,25.4167,77.378,7.2728,35.5885,1.1113,9.6272,0.6568,0.0129,29.6525,29.6634,60.3059,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,11,5,10.37,96.5,5.766,0.0,0.35,46.82,0.0,5.3096,20.9874,15.6778,26.0012,76.9162,7.2728,35.5885,1.1563,9.6272,0.6834,0.0139,29.6525,29.6634,60.2305,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,11,6,9.89,97.4,3.416,0.0,0.35,46.82,0.0057,5.3096,20.9874,15.6778,26.6008,76.4458,7.2785,35.9243,0.9937,9.6627,0.5885,0.0106,29.6525,29.6975,60.3482,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,11,7,13.36,82.7,6.192,0.0,0.35,46.82,0.1045,5.3096,20.9874,15.6778,26.1474,76.8013,7.3298,36.3122,1.1716,9.743,0.6969,0.0144,26.3939,28.0016,61.806,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,11,8,16.35,70.44,6.401,0.0,0.35,46.82,0.2731,5.3096,20.9874,15.6778,24.9165,77.7756,7.4371,36.745,1.2757,9.8767,0.7644,0.0169,20.4035,24.3899,64.4613,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,11,9,18.48,67.11,4.058,0.0,0.35,46.82,0.419,5.3096,20.9874,15.6778,23.6598,78.7848,7.5721,37.2097,1.2373,10.0376,0.7479,0.0163,15.6353,21.7171,66.6287,0.3147,1.1907,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,11,10,22.92,52.21,3.938,0.0,0.35,46.82,0.6238,5.3096,20.9874,15.6778,21.3617,80.6693,7.8152,37.741,1.4884,10.2989,0.9124,0.0231,9.9357,17.6081,68.43,0.7018,2.6554,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,11,11,25.13,45.9,2.701,0.0,0.35,46.82,0.7397,5.3096,20.9874,15.6778,19.047,82.62,8.1171,38.3054,1.7613,10.6122,1.4062,0.0497,6.6829,14.7996,69.5089,0.7032,2.6609,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,11,12,26.53,42.93,4.367,0.0,0.35,46.82,0.8103,5.3096,20.9874,15.6778,16.8383,84.5326,8.4532,38.8909,2.461,10.954,2.5566,0.1433,5.421,13.0512,69.3435,1.2596,4.9005,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,11,13,28.13,37.54,5.336,0.0,0.35,46.82,0.8422,5.3096,20.9874,15.6778,14.6414,86.4869,8.8432,39.5003,3.3904,11.3397,3.876,0.2992,4.4863,11.4928,69.2497,1.9961,8.1888,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,11,14,28.78,35.23,5.579,0.0,0.35,46.82,0.8296,5.3096,20.9874,15.6778,12.8839,88.0888,9.2571,40.1195,4.3132,11.7413,5.1073,0.4876,4.1833,10.6312,69.2328,2.3097,9.2313,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,11,15,29.6,32.94,5.936,0.0,0.35,46.82,0.7777,5.3096,20.9874,15.6778,11.4359,89.4353,9.6977,40.751,5.3281,12.1606,6.3967,0.7263,4.13,9.9387,69.1425,2.6606,10.2416,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,11,16,28.37,33.79,7.586,0.0,0.35,46.82,0.6883,5.3096,20.9874,15.6778,10.6192,90.2057,10.1147,41.3641,6.4663,12.5546,7.7651,1.0236,4.13,9.9387,68.6819,4.0359,13.2178,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,11,17,30.79,26.87,3.454,0.0,0.35,46.82,0.5722,5.3096,20.9874,15.6778,9.4354,91.3366,10.6146,42.0134,6.1708,13.0111,7.585,0.982,4.13,8.7228,69.8232,1.1622,4.3258,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,11,18,30.25,27.52,4.098,0.0,0.35,46.82,0.4327,5.3096,20.9874,15.6778,8.7343,92.0144,11.1013,42.6547,7.0176,13.4508,8.6412,1.2368,4.13,8.6178,69.6481,1.3639,5.4684,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,11,19,29.33,30.76,4.174,0.0,0.35,46.82,0.2813,5.3096,20.9874,15.6778,8.5661,92.1779,11.5522,43.2821,7.2093,13.8577,8.9781,1.3234,5.0049,8.6178,69.4719,1.2625,4.917,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,11,20,26.16,61.79,1.978,0.0,0.35,46.82,0.1215,5.3096,20.9874,15.6778,9.7546,91.03,11.7741,43.862,5.4838,14.0915,7.1096,0.8757,9.2586,11.6237,69.04,0.4024,1.5225,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,11,21,21.04,80.5,1.922,0.0,0.35,46.82,0.0,5.3096,20.9874,15.6778,11.8569,89.0413,11.7741,43.862,4.113,14.0915,5.4099,0.5399,15.2632,16.1733,67.1019,0.1725,0.6528,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,11,22,18.8,89.5,1.856,0.0,0.35,46.82,0.0,5.3096,20.9874,15.6778,14.2882,86.806,11.7741,43.862,2.9768,14.0915,3.8523,0.296,19.8829,20.2501,65.2121,0.0039,0.0149,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,11,23,17.79,91.3,2.321,0.0,0.35,46.82,0.0,5.3096,20.9874,15.6778,16.3968,84.9212,11.7741,43.862,2.3408,14.0915,2.8931,0.1783,22.4002,22.5497,64.0158,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,12,0,17.41,89.0,3.966,0.0,0.35,45.08,0.0,5.3062,20.9975,15.6912,17.7914,83.701,11.7741,43.862,2.1577,14.0915,2.5998,0.1476,22.8611,22.9198,62.7281,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,12,1,16.32,92.3,3.125,0.0,0.35,45.08,0.0,5.3062,20.9975,15.6912,19.2551,82.4424,11.7741,43.862,1.7598,14.0915,1.9199,0.0863,24.1311,24.1554,62.2147,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,12,2,15.71,90.9,3.404,0.0,0.35,45.08,0.0,5.3062,20.9975,15.6912,20.2052,81.6372,11.7741,43.862,1.6185,14.0915,1.6542,0.0663,24.343,24.3533,62.0927,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,12,3,15.36,91.1,3.846,0.0,0.35,45.08,0.0,5.3062,20.9975,15.6912,20.9808,80.9866,11.7741,43.862,1.5349,14.0915,1.4845,0.0547,24.5434,24.5477,61.9635,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,12,4,15.26,87.5,3.062,0.0,0.35,45.08,0.0,5.3062,20.9975,15.6912,21.1686,80.83,11.7741,43.862,1.4498,14.0915,1.2917,0.0428,24.5434,24.5477,62.0247,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,12,5,14.83,84.6,7.264,0.0,0.35,45.08,0.0,5.3062,20.9975,15.6912,21.1686,80.83,11.7741,43.862,1.7916,14.0915,1.9773,0.0909,24.5434,24.5477,61.6733,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,12,6,15.06,81.5,8.36,0.0,0.35,45.08,0.0428,5.3062,20.9975,15.6912,21.1686,80.83,11.8359,44.2754,1.8934,14.1891,2.1699,0.1072,23.5924,24.0926,61.9802,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,12,7,17.41,73.68,8.67,0.0,0.35,45.08,0.1618,5.3062,20.9975,15.6912,20.7963,81.1408,11.9377,44.7241,1.9919,14.3198,2.357,0.1241,20.3969,22.355,63.2284,0.0,0.0,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,12,8,19.85,66.5,8.91,0.0,0.35,45.08,0.3188,5.3062,20.9975,15.6912,20.0059,81.8053,12.0853,45.2093,2.1792,14.4882,2.693,0.1571,16.3436,20.0333,64.5956,0.8418,3.185,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,12,9,23.39,53.74,7.874,0.0,0.35,45.08,0.5048,5.3062,20.9975,15.6912,18.4208,83.1571,12.3255,45.7477,2.4474,14.7297,3.1599,0.2084,11.4539,16.7275,66.1572,1.6557,6.8536,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,12,10,26.8,45.39,5.839,0.0,0.35,45.08,0.6491,5.3062,20.9975,15.6912,16.4477,84.8763,12.6504,46.3372,2.7776,15.0374,3.7209,0.2784,7.55,13.8495,67.495,1.524,6.2616,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,12,11,29.43,36.32,7.292,0.0,0.35,45.08,0.7544,5.3062,20.9975,15.6912,14.0197,87.0496,13.0664,46.9661,4.0528,15.4129,5.6188,0.5774,5.1092,11.1913,67.5529,2.9352,10.9431,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,12,12,31.2,28.23,6.482,0.0,0.35,45.08,0.8204,5.3062,20.9975,15.6912,11.5688,89.3108,13.5636,47.6216,5.3796,15.8448,7.444,0.9499,3.3789,9.0471,68.0308,2.9207,10.9077,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,12,13,31.58,27.83,8.57,0.0,0.35,45.08,0.8466,5.3062,20.9975,15.6912,9.884,90.906,14.0695,48.2828,7.5104,16.2795,10.0816,1.6249,3.2781,8.4404,67.4538,4.4968,13.9901,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,12,14,32.6,23.15,7.845,0.0,0.35,45.08,0.8329,5.3062,20.9975,15.6912,8.3433,92.3951,14.6257,48.9593,8.9441,16.7454,11.7988,2.1465,2.7006,7.4011,67.7327,4.2391,13.5687,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,12,15,32.77,23.67,9.1,0.0,0.35,45.08,0.7799,5.3062,20.9975,15.6912,7.4326,93.2892,15.181,49.6384,10.802,17.2064,13.8805,2.8617,2.7006,7.2582,67.3709,5.1749,14.9934,0.0,0.0
PRF,45.996,-77.427,-4,2007,6,12,16,32.5,23.63,7.028,0.0,0.35,45.08,0.6914,5.3062,20.9975,15.6912,6.9304,93.7868,15.732,50.3134,10.4297,17.6595,13.6755,2.7873,2.7006,7.2582,67.9669,3.5954,12.3923,0.0,0.0
